,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Visitor Miles,Home Miles
5458,2016-02-08,8:00p,Portland Trail Blazers,112,Memphis Grizzlies,106,OT,FedEx Forum,780.3775923799758,0.0
5459,2016-02-08,8:00p,New Orleans Pelicans,116,Minnesota Timberwolves,102,None,Target Center,1014.2755611622656,0.0
5460,2016-02-08,9:00p,Oklahoma City Thunder,122,Phoenix Suns,106,None,Talking Stick Resort Arena,1032.7185490627774,0.0
5461,2016-02-09,8:00p,San Antonio Spurs,119,Miami Heat,101,None,AmericanAirlines Arena,1841.3974772786532,0.0
5462,2016-02-09,8:00p,Boston Celtics,111,Milwaukee Bucks,112,None,BMO Harris Bradley Center,1376.9967448414625,1993.972879156043
5463,2016-02-09,8:00p,Washington Wizards,111,New York Knicks,108,None,Madison Square Garden (IV),858.2360791456974,0.0
5464,2016-02-09,8:30p,Utah Jazz,121,Dallas Mavericks,119,OT,American Airlines Center,1421.8527809178588,676.193332500622
5465,2016-02-09,10:30p,Houston Rockets,110,Golden State Warriors,123,None,Oracle Arena,2625.001678963793,0.0
5466,2016-02-10,7:00p,Charlotte Hornets,117,Indiana Pacers,95,None,Bankers Life Fieldhouse,688.7659285986057,0.0
5467,2016-02-10,7:00p,San Antonio Spurs,98,Orlando Magic,96,None,Amway Center,328.7388510040184,647.0588780891295
5468,2016-02-10,7:00p,Sacramento Kings,114,Philadelphia 76ers,110,None,Wells Fargo Center,577.0932128670922,0.0
5469,2016-02-10,7:30p,Los Angeles Clippers,134,Boston Celtics,139,OT,TD Garden,439.9176839066835,1376.9967448414625
5470,2016-02-10,7:30p,Memphis Grizzlies,109,Brooklyn Nets,90,None,Barclays Center,1535.3252153684298,0.0
5471,2016-02-10,7:30p,Denver Nuggets,103,Detroit Pistons,92,None,The Palace of Auburn Hills,777.7726679514896,0.0
5472,2016-02-10,8:00p,Atlanta Hawks,113,Chicago Bulls,90,None,United Center,947.9424176694803,948.5852591764366
5473,2016-02-10,8:00p,Los Angeles Lakers,111,Cleveland Cavaliers,120,None,Quicken Loans Arena,423.3599045954914,0.0
5474,2016-02-10,8:00p,Toronto Raptors,112,Minnesota Timberwolves,117,None,Target Center,872.2597636270331,0.0
5475,2016-02-10,8:00p,Utah Jazz,96,New Orleans Pelicans,100,None,Smoothie King Center,712.4456363798192,1694.6020475799226
5476,2016-02-10,9:00p,Golden State Warriors,112,Phoenix Suns,104,None,Talking Stick Resort Arena,1032.7185490627774,0.0
5477,2016-02-10,10:30p,Houston Rockets,103,Portland Trail Blazers,116,None,Moda Center,866.1730832332902,2969.4323914076685
5478,2016-02-11,8:00p,Washington Wizards,92,Milwaukee Bucks,99,None,BMO Harris Bradley Center,1178.834402280509,0.0
5479,2016-02-11,8:00p,New Orleans Pelicans,95,Oklahoma City Thunder,121,None,Chesapeake Energy Arena,926.5927758337733,1352.0317273275737
5480,2016-02-18,7:00p,Utah Jazz,89,Washington Wizards,103,None,Verizon Center,1554.4568535755502,1023.3241366527333
5481,2016-02-18,8:00p,Chicago Bulls,95,Cleveland Cavaliers,106,None,Quicken Loans Arena,498.8674349614804,0.0
5482,2016-02-18,10:30p,San Antonio Spurs,86,Los Angeles Clippers,105,None,STAPLES Center,3538.2939269911685,4171.692997477158
5483,2016-02-19,7:00p,Dallas Mavericks,104,Orlando Magic,110,OT,Amway Center,1547.5630092294198,0.0
5484,2016-02-19,7:00p,Detroit Pistons,86,Washington Wizards,98,None,Verizon Center,636.8582387327476,0.0
5485,2016-02-19,7:30p,New York Knicks,98,Brooklyn Nets,109,None,Barclays Center,7.711935018361354,0.0
5486,2016-02-19,8:00p,Miami Heat,115,Atlanta Hawks,111,None,Philips Arena,975.2296382266566,947.9424176694803
5487,2016-02-19,8:00p,Toronto Raptors,106,Chicago Bulls,116,None,United Center,568.3704801146415,498.8674349614804
5488,2016-02-19,8:00p,Minnesota Timberwolves,104,Memphis Grizzlies,109,None,FedEx Forum,1126.0431902958296,1535.3252153684298
5489,2016-02-19,8:00p,Charlotte Hornets,98,Milwaukee Bucks,95,None,BMO Harris Bradley Center,393.2587038566132,0.0
5490,2016-02-19,8:00p,Philadelphia 76ers,114,New Orleans Pelicans,121,None,Smoothie King Center,1748.5613521982614,926.5927758337733
5491,2016-02-19,8:00p,Indiana Pacers,101,Oklahoma City Thunder,98,None,Chesapeake Energy Arena,1107.8138293388251,0.0
5492,2016-02-19,9:30p,Houston Rockets,116,Phoenix Suns,100,None,Talking Stick Resort Arena,1619.4401017765108,0.0
5493,2016-02-19,10:00p,Golden State Warriors,105,Portland Trail Blazers,137,None,Moda Center,1619.4401017765108,0.0
5494,2016-02-19,10:00p,Denver Nuggets,110,Sacramento Kings,116,None,Sleep Train Arena,3251.38493220164,3947.1481569028833
5495,2016-02-19,10:30p,San Antonio Spurs,119,Los Angeles Lakers,113,None,STAPLES Center,0.0,3293.7776760847737
5496,2016-02-19,10:30p,Boston Celtics,93,Utah Jazz,111,None,Vivint Smart Home Arena,3369.3831037881973,2965.9759464006397
5497,2016-02-20,7:30p,Milwaukee Bucks,117,Atlanta Hawks,109,2OT,Philips Arena,1077.1100552897883,0.0
5498,2016-02-20,7:30p,Washington Wizards,94,Miami Heat,114,None,AmericanAirlines Arena,1488.2742053322395,975.2296382266566
5499,2016-02-20,8:00p,New York Knicks,103,Minnesota Timberwolves,95,None,Target Center,1640.2621462738452,1126.0431902958296
5500,2016-02-20,8:30p,Golden State Warriors,115,Los Angeles Clippers,112,None,STAPLES Center,1331.1296127548705,0.0
5501,2016-02-21,3:30p,New Orleans Pelicans,111,Detroit Pistons,106,None,The Palace of Auburn Hills,1514.1308344327374,636.8582387327476
5502,2016-02-21,3:30p,Cleveland Cavaliers,115,Oklahoma City Thunder,92,None,Chesapeake Energy Arena,1529.1837681585318,0.0
5503,2016-02-21,5:00p,Boston Celtics,121,Denver Nuggets,101,None,Pepsi Center,595.6237847192574,1425.7291573504947
5504,2016-02-21,5:00p,San Antonio Spurs,118,Phoenix Suns,111,None,Talking Stick Resort Arena,576.6307756724622,0.0
5505,2016-02-21,6:00p,Charlotte Hornets,104,Brooklyn Nets,96,None,Barclays Center,1182.525606821378,0.0
5506,2016-02-21,6:00p,Indiana Pacers,105,Orlando Magic,102,None,Amway Center,1701.798418398534,0.0
5507,2016-02-21,6:00p,Memphis Grizzlies,85,Toronto Raptors,98,None,Air Canada Centre,1313.8394503783445,704.7038435348661
5508,2016-02-21,7:00p,Philadelphia 76ers,103,Dallas Mavericks,129,None,American Airlines Center,712.4456363798192,1547.5630092294198
5509,2016-02-21,8:00p,Los Angeles Lakers,115,Chicago Bulls,126,None,United Center,2802.687566401789,0.0
5510,2016-02-21,9:00p,Utah Jazz,111,Portland Trail Blazers,115,None,Moda Center,1020.1771987426814,0.0
5511,2016-02-22,7:00p,Detroit Pistons,96,Cleveland Cavaliers,88,None,Quicken Loans Arena,146.96617784144016,1529.1837681585318
5512,2016-02-22,7:30p,Indiana Pacers,93,Miami Heat,101,OT,AmericanAirlines Arena,328.7388510040184,0.0
5513,2016-02-22,7:30p,Toronto Raptors,122,New York Knicks,95,None,Madison Square Garden (IV),547.8376703141461,1635.887221071749
5514,2016-02-22,8:00p,Golden State Warriors,102,Atlanta Hawks,92,None,Philips Arena,3111.7284542327766,0.0
5515,2016-02-22,8:00p,Los Angeles Lakers,101,Milwaukee Bucks,108,None,BMO Harris Bradley Center,130.94419067877172,1077.1100552897883
5516,2016-02-22,8:00p,Boston Celtics,122,Minnesota Timberwolves,124,None,Target Center,1124.1340136907127,0.0
5517,2016-02-22,10:30p,Phoenix Suns,84,Los Angeles Clippers,124,None,STAPLES Center,576.6307756724622,0.0
5518,2016-02-23,7:00p,Orlando Magic,124,Philadelphia 76ers,115,None,Wells Fargo Center,1385.5470359010678,2086.1959799241276
5519,2016-02-23,7:00p,New Orleans Pelicans,89,Washington Wizards,109,None,Verizon Center,636.8582387327476,1488.2742053322395
5520,2016-02-23,9:00p,Sacramento Kings,114,Denver Nuggets,110,None,Pepsi Center,1425.7291573504947,0.0
5521,2016-02-23,9:00p,Houston Rockets,114,Utah Jazz,117,OT,Vivint Smart Home Arena,814.3082955764366,1020.1771987426814
5522,2016-02-23,10:00p,Brooklyn Nets,104,Portland Trail Blazers,112,None,Moda Center,3928.1982213632255,0.0
5523,2016-02-24,7:00p,Charlotte Hornets,103,Cleveland Cavaliers,114,None,Quicken Loans Arena,652.46910741894,0.0
5524,2016-02-24,7:00p,New York Knicks,105,Indiana Pacers,108,None,Bankers Life Fieldhouse,1037.1018074789702,1650.8814196661324
5525,2016-02-24,7:30p,Philadelphia 76ers,91,Detroit Pistons,111,None,The Palace of Auburn Hills,713.5308271759454,146.96617784144016
5526,2016-02-24,7:30p,Golden State Warriors,118,Miami Heat,112,None,AmericanAirlines Arena,975.2296382266566,0.0
5527,2016-02-24,7:30p,Minnesota Timberwolves,105,Toronto Raptors,114,None,Air Canada Centre,1114.2413124804623,547.8376703141461
5528,2016-02-24,8:00p,Washington Wizards,104,Chicago Bulls,109,None,United Center,960.5310260305482,0.0
5529,2016-02-24,8:00p,Los Angeles Lakers,119,Memphis Grizzlies,128,None,FedEx Forum,896.2641667711999,1313.8394503783445
5530,2016-02-24,8:30p,Oklahoma City Thunder,116,Dallas Mavericks,103,None,American Airlines Center,304.1139649104341,0.0
5531,2016-02-24,10:30p,Denver Nuggets,87,Los Angeles Clippers,81,None,STAPLES Center,1336.943130611183,0.0
5532,2016-02-24,10:30p,San Antonio Spurs,108,Sacramento Kings,92,None,Sleep Train Arena,1021.4353551481838,1425.7291573504947
5533,2016-02-25,7:00p,Golden State Warriors,130,Orlando Magic,114,None,Amway Center,328.7388510040184,1385.5470359010678
5534,2016-02-25,7:30p,Milwaukee Bucks,107,Boston Celtics,112,None,TD Garden,1376.9967448414625,1804.207765984289
5535,2016-02-25,8:00p,Oklahoma City Thunder,119,New Orleans Pelicans,123,None,Smoothie King Center,712.4456363798192,1554.4568535755502
5536,2016-02-25,9:00p,Brooklyn Nets,116,Phoenix Suns,106,None,Talking Stick Resort Arena,1619.4401017765108,576.6307756724622
5537,2016-02-25,10:30p,Houston Rockets,119,Portland Trail Blazers,105,None,Moda Center,1020.1771987426814,0.0
5538,2016-02-25,10:30p,San Antonio Spurs,96,Utah Jazz,78,None,Vivint Smart Home Arena,856.281216097772,0.0
5539,2016-02-26,7:00p,Charlotte Hornets,96,Indiana Pacers,95,None,Bankers Life Fieldhouse,423.3599045954914,0.0
5540,2016-02-26,7:00p,Washington Wizards,103,Philadelphia 76ers,94,None,Wells Fargo Center,1072.7534404032758,713.5308271759454
5541,2016-02-26,7:30p,Orlando Magic,95,New York Knicks,108,None,Madison Square Garden (IV),1515.4668134005067,1037.1018074789702
5542,2016-02-26,7:30p,Cleveland Cavaliers,97,Toronto Raptors,99,None,Air Canada Centre,304.51526234563045,0.0
5543,2016-02-26,8:00p,Chicago Bulls,88,Atlanta Hawks,103,None,Philips Arena,947.9424176694803,0.0
