,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Visitor Miles,Home Miles
2397,2013-11-22,7:30p,Indiana Pacers,97,Boston Celtics,82,None,TD Garden,302.8269357799009,2836.157801642053
2398,2013-11-22,7:30p,Atlanta Hawks,96,Detroit Pistons,89,None,The Palace of Auburn Hills,961.6547109578556,961.6547109578556
2399,2013-11-22,8:00p,San Antonio Spurs,102,Memphis Grizzlies,86,None,FedEx Forum,1012.777909564886,2875.8281010369788
2400,2013-11-22,8:00p,Brooklyn Nets,81,Minnesota Timberwolves,111,None,Target Center,2450.094606106478,0.0
2401,2013-11-22,8:00p,Cleveland Cavaliers,100,New Orleans Pelicans,104,None,Smoothie King Center,1489.2044727188197,0.0
2402,2013-11-22,8:30p,Utah Jazz,93,Dallas Mavericks,103,None,American Airlines Center,712.4456363798192,0.0
2403,2013-11-22,10:00p,Chicago Bulls,95,Portland Trail Blazers,98,None,Moda Center,1576.7250673403603,2758.036423306091
2404,2013-11-22,10:30p,Golden State Warriors,95,Los Angeles Lakers,102,None,STAPLES Center,543.5789904134948,0.0
2405,2013-11-23,3:30p,Sacramento Kings,102,Los Angeles Clippers,103,None,STAPLES Center,576.6307756724622,1898.956851820289
2406,2013-11-23,7:00p,Philadelphia 76ers,98,Indiana Pacers,106,None,Bankers Life Fieldhouse,937.4436858678192,1296.198618585262
2407,2013-11-23,7:00p,New York Knicks,89,Washington Wizards,98,None,Verizon Center,330.6014944059039,563.258114910255
2408,2013-11-23,7:30p,Boston Celtics,94,Atlanta Hawks,87,None,Philips Arena,1506.4940289879444,961.6547109578556
2409,2013-11-23,7:30p,Orlando Magic,99,Miami Heat,101,None,AmericanAirlines Arena,328.7388510040184,328.7388510040184
2410,2013-11-23,8:00p,Minnesota Timberwolves,101,Houston Rockets,112,None,Toyota Center,1703.2301644142744,364.9594048580162
2411,2013-11-23,8:30p,Charlotte Bobcats,96,Milwaukee Bucks,72,None,BMO Harris Bradley Center,2804.1218559883964,1116.5784765140054
2412,2013-11-23,8:30p,Cleveland Cavaliers,96,San Antonio Spurs,126,None,AT&T Center,809.0843167551981,1012.777909564886
2413,2013-11-23,9:00p,Dallas Mavericks,100,Denver Nuggets,102,None,Pepsi Center,1066.1565415377668,0.0
2414,2013-11-23,10:30p,Portland Trail Blazers,113,Golden State Warriors,101,None,Oracle Arena,866.1730832332902,543.5789904134948
2415,2013-11-24,2:00p,Detroit Pistons,109,Brooklyn Nets,97,None,Barclays Center,777.7726679514896,1640.2621462738452
2416,2013-11-24,3:30p,Chicago Bulls,82,Los Angeles Clippers,121,None,STAPLES Center,1331.1296127548705,0.0
2417,2013-11-24,6:00p,Phoenix Suns,104,Orlando Magic,96,None,Amway Center,3538.2939269911685,328.7388510040184
2418,2013-11-24,7:00p,Utah Jazz,73,Oklahoma City Thunder,95,None,Chesapeake Energy Arena,304.1139649104341,0.0
2419,2013-11-24,9:30p,Sacramento Kings,86,Los Angeles Lakers,100,None,STAPLES Center,0.0,0.0
2420,2013-11-25,7:00p,Boston Celtics,96,Charlotte Bobcats,86,None,Time Warner Cable Arena,3111.7284542327766,2804.1218559883964
2421,2013-11-25,7:00p,Minnesota Timberwolves,84,Indiana Pacers,98,None,Bankers Life Fieldhouse,1393.572059373387,0.0
2422,2013-11-25,7:30p,Milwaukee Bucks,94,Detroit Pistons,113,None,The Palace of Auburn Hills,404.9363596503264,777.7726679514896
2423,2013-11-25,7:30p,Phoenix Suns,92,Miami Heat,107,None,AmericanAirlines Arena,328.7388510040184,0.0
2424,2013-11-25,8:00p,Houston Rockets,93,Memphis Grizzlies,86,None,FedEx Forum,780.3775923799758,0.0
2425,2013-11-25,8:30p,Denver Nuggets,110,Dallas Mavericks,96,None,American Airlines Center,1066.1565415377668,1066.1565415377668
2426,2013-11-25,8:30p,New Orleans Pelicans,93,San Antonio Spurs,112,None,AT&T Center,809.0843167551981,0.0
2427,2013-11-25,9:00p,Chicago Bulls,83,Utah Jazz,89,OT,EnergySolutions Arena,935.0094062976216,1387.6319885896312
2428,2013-11-25,10:00p,New York Knicks,91,Portland Trail Blazers,102,None,Moda Center,3778.17159262437,866.1730832332902
2429,2013-11-26,7:00p,Brooklyn Nets,102,Toronto Raptors,100,None,Air Canada Centre,553.6881051397492,0.0
2430,2013-11-26,7:00p,Los Angeles Lakers,111,Washington Wizards,116,None,Verizon Center,3695.824872344601,0.0
2431,2013-11-26,7:30p,Orlando Magic,109,Atlanta Hawks,92,None,Philips Arena,647.0588780891295,0.0
2432,2013-11-26,8:00p,Golden State Warriors,102,New Orleans Pelicans,101,None,Smoothie King Center,3073.5109500045537,809.0843167551981
2433,2013-11-27,7:00p,Indiana Pacers,99,Charlotte Bobcats,74,None,Time Warner Cable Arena,2908.677483390976,0.0
2434,2013-11-27,7:00p,Philadelphia 76ers,94,Orlando Magic,105,None,Amway Center,1322.5847620149084,647.0588780891295
2435,2013-11-27,7:30p,Memphis Grizzlies,100,Boston Celtics,93,None,TD Garden,1825.8050140470373,4171.692997477158
2436,2013-11-27,7:30p,Los Angeles Lakers,99,Brooklyn Nets,94,None,Barclays Center,327.2672996926976,553.6881051397492
2437,2013-11-27,7:30p,Miami Heat,95,Cleveland Cavaliers,84,None,Quicken Loans Arena,1752.9743920334938,2018.802086350216
2438,2013-11-27,7:30p,Chicago Bulls,99,Detroit Pistons,79,None,The Palace of Auburn Hills,2395.117223288121,0.0
2439,2013-11-27,8:00p,Atlanta Hawks,84,Houston Rockets,113,None,Toyota Center,1127.659010917122,780.3775923799758
2440,2013-11-27,8:00p,Washington Wizards,100,Milwaukee Bucks,92,OT,BMO Harris Bradley Center,1023.3241366527333,404.9363596503264
2441,2013-11-27,8:00p,Denver Nuggets,117,Minnesota Timberwolves,110,None,Target Center,1389.0628296321163,823.0886926028779
2442,2013-11-27,8:00p,San Antonio Spurs,88,Oklahoma City Thunder,94,None,Chesapeake Energy Arena,676.726657279604,0.0
2443,2013-11-27,8:30p,Golden State Warriors,99,Dallas Mavericks,103,None,American Airlines Center,712.4456363798192,0.0
2444,2013-11-27,9:00p,Portland Trail Blazers,106,Phoenix Suns,120,None,US Airways Center,1619.4401017765108,3183.934095299811
2445,2013-11-27,10:30p,New York Knicks,80,Los Angeles Clippers,93,None,STAPLES Center,1331.1296127548705,0.0
2446,2013-11-29,7:00p,Milwaukee Bucks,76,Charlotte Bobcats,92,None,Time Warner Cable Arena,2804.1218559883964,0.0
2447,2013-11-29,7:00p,San Antonio Spurs,109,Orlando Magic,91,None,Amway Center,1701.798418398534,0.0
2448,2013-11-29,7:00p,Miami Heat,90,Toronto Raptors,83,None,Air Canada Centre,304.51526234563045,0.0
2449,2013-11-29,7:30p,Dallas Mavericks,87,Atlanta Hawks,88,None,Philips Arena,1158.3484663603756,1127.659010917122
2450,2013-11-29,7:30p,Cleveland Cavaliers,86,Boston Celtics,103,None,TD Garden,883.7191492259007,0.0
2451,2013-11-29,7:30p,Los Angeles Lakers,106,Detroit Pistons,102,None,The Palace of Auburn Hills,777.7726679514896,0.0
2452,2013-11-29,8:00p,Brooklyn Nets,95,Houston Rockets,114,None,Toyota Center,2282.327197394593,0.0
2453,2013-11-29,8:00p,Washington Wizards,73,Indiana Pacers,93,None,Bankers Life Fieldhouse,393.2587038566132,2908.677483390976
2454,2013-11-29,8:00p,Golden State Warriors,112,Oklahoma City Thunder,113,OT,Chesapeake Energy Arena,304.1139649104341,0.0
2455,2013-11-29,8:00p,New Orleans Pelicans,121,Philadelphia 76ers,105,None,Wells Fargo Center,1748.5613521982614,1385.5470359010678
2456,2013-11-29,9:00p,New York Knicks,95,Denver Nuggets,97,None,Pepsi Center,1336.943130611183,1124.1340136907127
2457,2013-11-29,9:00p,Phoenix Suns,112,Utah Jazz,101,None,EnergySolutions Arena,814.3082955764366,0.0
2458,2013-11-29,10:00p,Los Angeles Clippers,104,Sacramento Kings,98,OT,Sleep Train Arena,581.6399730428296,581.6399730428296
2459,2013-11-30,7:00p,Atlanta Hawks,101,Washington Wizards,108,None,Verizon Center,873.0998748486302,791.2164210344408
2460,2013-11-30,7:30p,Chicago Bulls,93,Cleveland Cavaliers,97,None,Quicken Loans Arena,146.96617784144016,883.7191492259007
2461,2013-11-30,8:00p,Brooklyn Nets,97,Memphis Grizzlies,88,None,FedEx Forum,780.3775923799758,1825.8050140470373
2462,2013-11-30,8:30p,Minnesota Timberwolves,112,Dallas Mavericks,106,None,American Airlines Center,1389.0628296321163,1158.3484663603756
2463,2013-11-30,8:30p,Houston Rockets,112,San Antonio Spurs,106,None,AT&T Center,299.59522540975945,1660.2897057158195
2464,2013-11-30,9:00p,Boston Celtics,85,Milwaukee Bucks,92,None,BMO Harris Bradley Center,1376.9967448414625,2804.1218559883964
2465,2013-11-30,9:00p,Utah Jazz,112,Phoenix Suns,104,None,US Airways Center,814.3082955764366,814.3082955764366
2466,2013-12-01,1:00p,Denver Nuggets,112,Toronto Raptors,98,None,Air Canada Centre,2162.3936662251563,0.0
2467,2013-12-01,3:30p,Philadelphia 76ers,100,Detroit Pistons,115,None,The Palace of Auburn Hills,713.5308271759454,0.0
2468,2013-12-01,3:30p,Indiana Pacers,105,Los Angeles Clippers,100,None,STAPLES Center,2908.677483390976,581.6399730428296
2469,2013-12-01,6:00p,Charlotte Bobcats,98,Miami Heat,99,None,AmericanAirlines Arena,3760.4346112852186,1987.620283538416
2470,2013-12-01,6:00p,Golden State Warriors,115,Sacramento Kings,113,None,Sleep Train Arena,2151.063867247017,0.0
2471,2013-12-01,7:00p,Minnesota Timberwolves,103,Oklahoma City Thunder,113,None,Chesapeake Energy Arena,304.1139649104341,0.0
2472,2013-12-01,7:30p,New Orleans Pelicans,103,New York Knicks,99,None,Madison Square Garden (IV),137.55645005419467,2620.8041913583406
2473,2013-12-01,9:30p,Portland Trail Blazers,114,Los Angeles Lakers,108,None,STAPLES Center,576.6307756724622,3187.0856592638156
2474,2013-12-02,7:00p,Orlando Magic,80,Washington Wizards,98,None,Verizon Center,1220.0715534390997,0.0
2475,2013-12-02,8:00p,New Orleans Pelicans,131,Chicago Bulls,128,3OT,United Center,1148.3162681652743,498.8674349614804
2476,2013-12-02,8:30p,Atlanta Hawks,100,San Antonio Spurs,102,None,AT&T Center,2226.3410287181,0.0
2477,2013-12-02,9:00p,Houston Rockets,103,Utah Jazz,109,None,EnergySolutions Arena,1753.8493780871931,814.3082955764366
2478,2013-12-02,10:00p,Indiana Pacers,102,Portland Trail Blazers,106,None,Moda Center,1331.1296127548705,1331.1296127548705
2479,2013-12-03,7:00p,Orlando Magic,125,Philadelphia 76ers,126,2OT,Wells Fargo Center,194.10551601585877,713.5308271759454
2480,2013-12-03,7:30p,Milwaukee Bucks,100,Boston Celtics,108,None,TD Garden,1376.9967448414625,1376.9967448414625
2481,2013-12-03,7:30p,Denver Nuggets,111,Brooklyn Nets,87,None,Barclays Center,553.6881051397492,1535.3252153684298
2482,2013-12-03,7:30p,Detroit Pistons,107,Miami Heat,97,None,AmericanAirlines Arena,1859.9320111788725,0.0
2483,2013-12-03,8:00p,Phoenix Suns,91,Memphis Grizzlies,110,None,FedEx Forum,2027.3611317547932,0.0
2484,2013-12-03,8:30p,Charlotte Bobcats,82,Dallas Mavericks,89,None,American Airlines Center,1787.708530065366,0.0
2485,2013-12-03,10:00p,Oklahoma City Thunder,97,Sacramento Kings,95,None,Sleep Train Arena,2151.063867247017,0.0
2486,2013-12-03,10:30p,Toronto Raptors,103,Golden State Warriors,112,None,Oracle Arena,3627.9705831071665,110.88235509533773
2487,2013-12-04,7:00p,Denver Nuggets,88,Cleveland Cavaliers,98,None,Quicken Loans Arena,652.46910741894,0.0
2488,2013-12-04,7:30p,Los Angeles Clippers,97,Atlanta Hawks,107,None,Philips Arena,3111.7284542327766,1412.9680271391162
2489,2013-12-04,8:00p,Phoenix Suns,97,Houston Rockets,88,None,Toyota Center,780.3775923799758,1932.1145321848035
2490,2013-12-04,8:00p,Detroit Pistons,105,Milwaukee Bucks,98,None,BMO Harris Bradley Center,2044.1397744677774,1376.9967448414625
2491,2013-12-04,8:00p,Dallas Mavericks,100,New Orleans Pelicans,97,None,Smoothie King Center,712.4456363798192,1344.2043625887404
2492,2013-12-04,9:00p,Indiana Pacers,95,Utah Jazz,86,None,EnergySolutions Arena,1020.1771987426814,0.0
2493,2013-12-04,10:00p,Oklahoma City Thunder,104,Portland Trail Blazers,111,None,Moda Center,778.9831019202021,0.0
2494,2013-12-05,7:00p,New York Knicks,113,Brooklyn Nets,83,None,Barclays Center,7.711935018361354,0.0
2495,2013-12-05,8:00p,Los Angeles Clippers,101,Memphis Grizzlies,81,None,FedEx Forum,541.3140806398492,0.0
2496,2013-12-05,9:30p,Miami Heat,87,Chicago Bulls,107,None,United Center,1917.211036119281,0.0
2497,2013-12-06,7:00p,Philadelphia 76ers,88,Charlotte Bobcats,105,None,Time Warner Cable Arena,3845.6644253369423,1992.6964723321487
2498,2013-12-06,7:00p,Milwaukee Bucks,109,Washington Wizards,105,OT,Verizon Center,1023.3241366527333,0.0
2499,2013-12-06,7:30p,Cleveland Cavaliers,89,Atlanta Hawks,108,None,Philips Arena,892.9424107866621,0.0
2500,2013-12-06,7:30p,Denver Nuggets,98,Boston Celtics,106,None,TD Garden,883.7191492259007,0.0
2501,2013-12-06,7:30p,Orlando Magic,83,New York Knicks,121,None,Madison Square Garden (IV),137.55645005419467,7.711935018361354
2502,2013-12-06,8:00p,Golden State Warriors,83,Houston Rockets,105,None,Toyota Center,2625.001678963793,0.0
2503,2013-12-06,8:00p,Oklahoma City Thunder,109,New Orleans Pelicans,95,None,Smoothie King Center,3314.4352754264974,0.0
2504,2013-12-06,9:00p,Toronto Raptors,97,Phoenix Suns,106,None,US Airways Center,1032.7185490627774,1632.896491499512
2505,2013-12-06,10:00p,Utah Jazz,98,Portland Trail Blazers,130,None,Moda Center,1020.1771987426814,0.0
2506,2013-12-06,10:00p,Los Angeles Lakers,106,Sacramento Kings,100,None,Sleep Train Arena,581.6399730428296,0.0
2507,2013-12-07,7:00p,Denver Nuggets,103,Philadelphia 76ers,92,None,Wells Fargo Center,439.9176839066835,3845.6644253369423
2508,2013-12-07,7:30p,Los Angeles Clippers,82,Cleveland Cavaliers,88,None,Quicken Loans Arena,1013.6765412351525,892.9424107866621
2509,2013-12-07,8:00p,Detroit Pistons,92,Chicago Bulls,75,None,United Center,130.94419067877172,0.0
2510,2013-12-07,8:00p,Golden State Warriors,108,Memphis Grizzlies,82,None,FedEx Forum,780.3775923799758,0.0
2511,2013-12-07,8:00p,Miami Heat,103,Minnesota Timberwolves,82,None,Target Center,568.3704801146415,1117.3383427562503
2512,2013-12-07,8:30p,Brooklyn Nets,90,Milwaukee Bucks,82,None,BMO Harris Bradley Center,1182.525606821378,1023.3241366527333
2513,2013-12-07,8:30p,Indiana Pacers,111,San Antonio Spurs,100,None,AT&T Center,1753.8493780871931,0.0
2514,2013-12-07,9:00p,Sacramento Kings,112,Utah Jazz,102,OT,EnergySolutions Arena,856.281216097772,1020.1771987426814
2515,2013-12-07,10:00p,Dallas Mavericks,108,Portland Trail Blazers,106,None,Moda Center,3314.4352754264974,0.0
2516,2013-12-08,12:00p,Boston Celtics,114,New York Knicks,73,None,Madison Square Garden (IV),302.8269357799009,0.0
2517,2013-12-08,6:00p,Miami Heat,110,Detroit Pistons,95,None,The Palace of Auburn Hills,872.2597636270331,384.4697958316088
2518,2013-12-08,7:00p,Orlando Magic,88,Houston Rockets,98,None,Toyota Center,2284.2191273374187,0.0
2519,2013-12-08,7:00p,Indiana Pacers,94,Oklahoma City Thunder,118,None,Chesapeake Energy Arena,676.726657279604,926.5927758337733
2520,2013-12-08,9:30p,Toronto Raptors,106,Los Angeles Lakers,94,None,STAPLES Center,576.6307756724622,581.6399730428296
2521,2013-12-09,7:00p,Golden State Warriors,111,Charlotte Bobcats,115,None,Time Warner Cable Arena,2576.8238126069714,0.0
2522,2013-12-09,7:00p,Los Angeles Clippers,94,Philadelphia 76ers,83,None,Wells Fargo Center,577.0932128670922,0.0
2523,2013-12-09,7:00p,Denver Nuggets,75,Washington Wizards,74,None,Verizon Center,194.10551601585877,0.0
2524,2013-12-09,8:00p,Orlando Magic,85,Memphis Grizzlies,94,None,FedEx Forum,780.3775923799758,0.0
2525,2013-12-09,9:00p,Portland Trail Blazers,105,Utah Jazz,94,None,EnergySolutions Arena,1020.1771987426814,0.0
2526,2013-12-09,10:00p,Dallas Mavericks,97,Sacramento Kings,112,None,Sleep Train Arena,778.9831019202021,856.281216097772
2527,2013-12-10,7:00p,New York Knicks,94,Cleveland Cavaliers,109,None,Quicken Loans Arena,649.6400774269464,0.0
2528,2013-12-10,7:00p,Miami Heat,84,Indiana Pacers,90,None,Bankers Life Fieldhouse,386.88589122858474,1107.8138293388251
2529,2013-12-10,7:00p,San Antonio Spurs,116,Toronto Raptors,103,None,Air Canada Centre,2312.913601719932,3497.010182085338
2530,2013-12-10,7:30p,Oklahoma City Thunder,101,Atlanta Hawks,92,None,Philips Arena,1214.5677400173631,0.0
2531,2013-12-10,7:30p,Boston Celtics,96,Brooklyn Nets,104,None,Barclays Center,7.711935018361354,1182.525606821378
2532,2013-12-10,7:30p,Minnesota Timberwolves,121,Detroit Pistons,94,None,The Palace of Auburn Hills,872.2597636270331,0.0
2533,2013-12-10,8:00p,Milwaukee Bucks,78,Chicago Bulls,74,None,United Center,130.94419067877172,0.0
2534,2013-12-10,10:30p,Phoenix Suns,114,Los Angeles Lakers,108,None,STAPLES Center,576.6307756724622,0.0
2535,2013-12-11,7:00p,Orlando Magic,92,Charlotte Bobcats,83,None,Time Warner Cable Arena,2576.8238126069714,0.0
2536,2013-12-11,7:30p,Los Angeles Clippers,96,Boston Celtics,88,None,TD Garden,439.9176839066835,306.2838054453734
2537,2013-12-11,8:00p,Oklahoma City Thunder,116,Memphis Grizzlies,100,None,FedEx Forum,541.3140806398492,0.0
2538,2013-12-11,8:00p,San Antonio Spurs,109,Milwaukee Bucks,77,None,BMO Harris Bradley Center,693.3225759628674,130.94419067877172
2539,2013-12-11,8:00p,Philadelphia 76ers,99,Minnesota Timberwolves,106,None,Target Center,1585.0890882469673,872.2597636270331
2540,2013-12-11,8:00p,Detroit Pistons,106,New Orleans Pelicans,111,OT,Smoothie King Center,1514.1308344327374,0.0
2541,2013-12-11,8:00p,Chicago Bulls,78,New York Knicks,83,None,Madison Square Garden (IV),1148.3162681652743,649.6400774269464
2542,2013-12-11,10:00p,Utah Jazz,122,Sacramento Kings,101,None,Sleep Train Arena,856.281216097772,0.0
2543,2013-12-11,10:30p,Dallas Mavericks,93,Golden State Warriors,95,None,Oracle Arena,110.88235509533773,543.5789904134948
2544,2013-12-12,8:00p,Los Angeles Clippers,93,Brooklyn Nets,102,None,Barclays Center,306.2838054453734,0.0
2545,2013-12-12,10:30p,Houston Rockets,104,Portland Trail Blazers,111,None,Moda Center,2952.2415844494203,1020.1771987426814
2546,2013-12-13,7:00p,Charlotte Bobcats,94,Indiana Pacers,99,None,Bankers Life Fieldhouse,2908.677483390976,0.0
2547,2013-12-13,7:00p,Cleveland Cavaliers,109,Orlando Magic,100,None,Amway Center,1441.1269752257033,3538.2939269911685
2548,2013-12-13,7:00p,Philadelphia 76ers,100,Toronto Raptors,108,None,Air Canada Centre,1114.2413124804623,0.0
2549,2013-12-13,7:30p,Washington Wizards,99,Atlanta Hawks,101,OT,Philips Arena,873.0998748486302,0.0
2550,2013-12-13,7:30p,New York Knicks,86,Boston Celtics,90,None,TD Garden,302.8269357799009,0.0
2551,2013-12-13,7:30p,Brooklyn Nets,99,Detroit Pistons,103,None,The Palace of Auburn Hills,777.7726679514896,1514.1308344327374
2552,2013-12-13,8:00p,Memphis Grizzlies,98,New Orleans Pelicans,104,None,Smoothie King Center,578.998800034611,0.0
2553,2013-12-13,8:00p,Los Angeles Lakers,97,Oklahoma City Thunder,122,None,Chesapeake Energy Arena,1898.956851820289,677.888356014537
2554,2013-12-13,8:30p,Chicago Bulls,91,Milwaukee Bucks,90,None,BMO Harris Bradley Center,1178.834402280509,0.0
2555,2013-12-13,8:30p,Minnesota Timberwolves,110,San Antonio Spurs,117,None,AT&T Center,1787.8246610385572,1780.8727225414023
2556,2013-12-13,9:00p,Utah Jazz,103,Denver Nuggets,93,None,Pepsi Center,1425.7291573504947,2399.453483070099
2557,2013-12-13,9:00p,Sacramento Kings,107,Phoenix Suns,116,None,US Airways Center,1021.4353551481838,576.6307756724622
2558,2013-12-13,10:30p,Houston Rockets,116,Golden State Warriors,112,None,Oracle Arena,866.1730832332902,0.0
2559,2013-12-14,7:00p,Los Angeles Lakers,88,Charlotte Bobcats,85,None,Time Warner Cable Arena,1898.956851820289,2908.677483390976
2560,2013-12-14,7:00p,Los Angeles Clippers,113,Washington Wizards,97,None,Verizon Center,327.2672996926976,873.0998748486302
2561,2013-12-14,7:30p,Cleveland Cavaliers,107,Miami Heat,114,None,AmericanAirlines Arena,328.7388510040184,1650.8814196661324
2562,2013-12-14,7:30p,Atlanta Hawks,106,New York Knicks,111,None,Madison Square Garden (IV),1203.673050478008,302.8269357799009
2563,2013-12-14,8:00p,Toronto Raptors,99,Chicago Bulls,77,None,United Center,704.7038435348661,130.94419067877172
2564,2013-12-14,8:00p,Portland Trail Blazers,139,Philadelphia 76ers,105,None,Wells Fargo Center,3872.6844042847843,542.928552256814
2565,2013-12-14,8:30p,Milwaukee Bucks,93,Dallas Mavericks,106,None,American Airlines Center,1379.6895051540373,2362.3424930022743
2566,2013-12-14,9:00p,San Antonio Spurs,100,Utah Jazz,84,None,EnergySolutions Arena,1753.8493780871931,595.6237847192574
