,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Year,Latitude,Longitude
7119,2018-04-09,9:00p,Portland Trail Blazers,82,Denver Nuggets,88,None,Pepsi Center,2018,39.749° N,105.008° W
7120,2018-04-09,10:30p,New Orleans Pelicans,113,Los Angeles Clippers,100,None,STAPLES Center,2018,34.043° N,118.267° W
7121,2018-04-10,7:00p,Charlotte Hornets,119,Indiana Pacers,93,None,Bankers Life Fieldhouse,2018,39.764° N,86.156° W
7122,2018-04-10,7:30p,Philadelphia 76ers,121,Atlanta Hawks,113,None,Philips Arena,2018,33.757° N,84.396° W
7123,2018-04-10,8:00p,Boston Celtics,101,Washington Wizards,113,None,Capital One Arena,2018,38.898° N,77.021° W
7124,2018-04-10,8:30p,Phoenix Suns,124,Dallas Mavericks,97,None,American Airlines Center,2018,32.791° N,96.81° W
7125,2018-04-10,9:00p,Golden State Warriors,79,Utah Jazz,119,None,Vivint Smart Home Arena,2018,40.768° N,111.901° W
7126,2018-04-10,10:30p,Houston Rockets,105,Los Angeles Lakers,99,None,STAPLES Center,2018,34.043° N,118.267° W
7127,2018-04-11,8:00p,Brooklyn Nets,97,Boston Celtics,110,None,TD Garden,2018,42.366° N,71.062° W
7128,2018-04-11,8:00p,Detroit Pistons,119,Chicago Bulls,87,None,United Center,2018,41.881° N,87.675° W
7129,2018-04-11,8:00p,New York Knicks,110,Cleveland Cavaliers,98,None,Quicken Loans Arena,2018,41.497° N,81.688° W
7130,2018-04-11,8:00p,Toronto Raptors,109,Miami Heat,116,OT,AmericanAirlines Arena,2018,25.781° N,80.187° W
7131,2018-04-11,8:00p,Denver Nuggets,106,Minnesota Timberwolves,112,OT,Target Center,2018,44.98° N,93.276° W
7132,2018-04-11,8:00p,San Antonio Spurs,98,New Orleans Pelicans,122,None,Smoothie King Center,2018,29.949° N,90.082° W
7133,2018-04-11,8:00p,Memphis Grizzlies,123,Oklahoma City Thunder,137,None,Chesapeake Energy Arena,2018,35.463° N,97.515° W
7134,2018-04-11,8:00p,Washington Wizards,92,Orlando Magic,101,None,Amway Center,2018,28.539° N,81.384° W
7135,2018-04-11,8:00p,Milwaukee Bucks,95,Philadelphia 76ers,130,None,Wells Fargo Center,2018,39.901° N,75.172° W
7136,2018-04-11,10:30p,Los Angeles Lakers,115,Los Angeles Clippers,100,None,STAPLES Center,2018,34.043° N,118.267° W
7137,2018-04-11,10:30p,Utah Jazz,93,Portland Trail Blazers,102,None,Moda Center,2018,45.532° N,122.667° W
7138,2018-04-11,10:30p,Houston Rockets,83,Sacramento Kings,96,None,Golden 1 Center,2018,38.58° N,121.5° W
7139,2018-10-16,8:00p,Philadelphia 76ers,87,Boston Celtics,105,None,TD Garden,2019,42.366° N,71.062° W
7140,2018-10-16,10:30p,Oklahoma City Thunder,100,Golden State Warriors,108,None,Oracle Arena,2019,37.75° N,122.203° W
7141,2018-10-17,7:00p,Milwaukee Bucks,113,Charlotte Hornets,112,None,Spectrum Center,2019,35.225° N,80.839° W
7142,2018-10-17,7:00p,Brooklyn Nets,100,Detroit Pistons,103,None,Little Caesars Arena,2019,42.341° N,83.055° W
7143,2018-10-17,7:00p,Memphis Grizzlies,83,Indiana Pacers,111,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7144,2018-10-17,7:00p,Miami Heat,101,Orlando Magic,104,None,Amway Center,2019,28.539° N,81.384° W
7145,2018-10-17,7:30p,Atlanta Hawks,107,New York Knicks,126,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7146,2018-10-17,7:30p,Cleveland Cavaliers,104,Toronto Raptors,116,None,Scotiabank Arena,2019,43.644° N,79.379° W
7147,2018-10-17,8:00p,New Orleans Pelicans,131,Houston Rockets,112,None,Toyota Center,2019,29.751° N,95.362° W
7148,2018-10-17,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,112,None,AT&T Center,2019,29.427° N,98.438° W
7149,2018-10-17,10:00p,Utah Jazz,123,Sacramento Kings,117,None,Golden 1 Center,2019,38.58° N,121.5° W
7150,2018-10-17,10:30p,Denver Nuggets,107,Los Angeles Clippers,98,None,STAPLES Center,2019,34.043° N,118.267° W
7151,2018-10-17,10:30p,Dallas Mavericks,100,Phoenix Suns,121,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7152,2018-10-18,8:00p,Chicago Bulls,108,Philadelphia 76ers,127,None,Wells Fargo Center,2019,39.901° N,75.172° W
7153,2018-10-18,8:00p,Miami Heat,113,Washington Wizards,112,None,Capital One Arena,2019,38.898° N,77.021° W
7154,2018-10-18,10:30p,Los Angeles Lakers,119,Portland Trail Blazers,128,None,Moda Center,2019,45.532° N,122.667° W
7155,2018-10-19,7:00p,Charlotte Hornets,120,Orlando Magic,88,None,Amway Center,2019,28.539° N,81.384° W
7156,2018-10-19,7:30p,New York Knicks,105,Brooklyn Nets,107,None,Barclays Center,2019,40.683° N,73.975° W
7157,2018-10-19,8:00p,Atlanta Hawks,117,Memphis Grizzlies,131,None,FedEx Forum,2019,35.156° N,90.052° W
7158,2018-10-19,8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,131,None,Target Center,2019,44.98° N,93.276° W
7159,2018-10-19,8:00p,Sacramento Kings,129,New Orleans Pelicans,149,None,Smoothie King Center,2019,29.949° N,90.082° W
7160,2018-10-19,8:00p,Boston Celtics,101,Toronto Raptors,113,None,Scotiabank Arena,2019,43.644° N,79.379° W
7161,2018-10-19,8:30p,Indiana Pacers,101,Milwaukee Bucks,118,None,Fiserv Forum,2019,43.045° N,87.917° W
7162,2018-10-19,10:30p,Oklahoma City Thunder,92,Los Angeles Clippers,108,None,STAPLES Center,2019,34.043° N,118.267° W
7163,2018-10-19,10:30p,Golden State Warriors,124,Utah Jazz,123,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7164,2018-10-20,7:00p,Brooklyn Nets,112,Indiana Pacers,132,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7165,2018-10-20,7:00p,Toronto Raptors,117,Washington Wizards,113,None,Capital One Arena,2019,38.898° N,77.021° W
7166,2018-10-20,7:30p,Boston Celtics,103,New York Knicks,101,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7167,2018-10-20,7:30p,Orlando Magic,115,Philadelphia 76ers,116,None,Wells Fargo Center,2019,39.901° N,75.172° W
7168,2018-10-20,8:00p,Detroit Pistons,118,Chicago Bulls,116,None,United Center,2019,41.881° N,87.675° W
7169,2018-10-20,8:00p,Charlotte Hornets,113,Miami Heat,112,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7170,2018-10-20,8:30p,Minnesota Timberwolves,136,Dallas Mavericks,140,None,American Airlines Center,2019,32.791° N,96.81° W
7171,2018-10-20,9:00p,Phoenix Suns,91,Denver Nuggets,119,None,Pepsi Center,2019,39.749° N,105.008° W
7172,2018-10-20,10:00p,San Antonio Spurs,108,Portland Trail Blazers,121,None,Moda Center,2019,45.532° N,122.667° W
7173,2018-10-20,10:30p,Houston Rockets,124,Los Angeles Lakers,115,None,STAPLES Center,2019,34.043° N,118.267° W
7174,2018-10-21,6:00p,Atlanta Hawks,133,Cleveland Cavaliers,111,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7175,2018-10-21,7:00p,Sacramento Kings,131,Oklahoma City Thunder,120,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7176,2018-10-21,8:00p,Golden State Warriors,98,Denver Nuggets,100,None,Pepsi Center,2019,39.749° N,105.008° W
7177,2018-10-21,9:00p,Houston Rockets,112,Los Angeles Clippers,115,None,STAPLES Center,2019,34.043° N,118.267° W
7178,2018-10-22,7:30p,Orlando Magic,93,Boston Celtics,90,None,TD Garden,2019,42.366° N,71.062° W
7179,2018-10-22,7:30p,Charlotte Hornets,106,Toronto Raptors,127,None,Scotiabank Arena,2019,43.644° N,79.379° W
7180,2018-10-22,8:00p,New York Knicks,113,Milwaukee Bucks,124,None,Fiserv Forum,2019,43.045° N,87.917° W
7181,2018-10-22,8:00p,Indiana Pacers,91,Minnesota Timberwolves,101,None,Target Center,2019,44.98° N,93.276° W
7182,2018-10-22,8:30p,Chicago Bulls,109,Dallas Mavericks,115,None,American Airlines Center,2019,32.791° N,96.81° W
7183,2018-10-22,9:00p,Memphis Grizzlies,92,Utah Jazz,84,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7184,2018-10-22,10:00p,Washington Wizards,125,Portland Trail Blazers,124,OT,Moda Center,2019,45.532° N,122.667° W
7185,2018-10-22,10:30p,Phoenix Suns,103,Golden State Warriors,123,None,Oracle Arena,2019,37.75° N,122.203° W
7186,2018-10-22,10:30p,San Antonio Spurs,143,Los Angeles Lakers,142,OT,STAPLES Center,2019,34.043° N,118.267° W
7187,2018-10-23,7:00p,Philadelphia 76ers,132,Detroit Pistons,133,OT,Little Caesars Arena,2019,42.341° N,83.055° W
7188,2018-10-23,8:00p,Los Angeles Clippers,109,New Orleans Pelicans,116,None,Smoothie King Center,2019,29.949° N,90.082° W
7189,2018-10-23,9:00p,Sacramento Kings,112,Denver Nuggets,126,None,Pepsi Center,2019,39.749° N,105.008° W
7190,2018-10-24,7:00p,Dallas Mavericks,104,Atlanta Hawks,111,None,State Farm Arena,2019,33.757° N,84.396° W
7191,2018-10-24,7:00p,Brooklyn Nets,102,Cleveland Cavaliers,86,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7192,2018-10-24,7:30p,New York Knicks,87,Miami Heat,110,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7193,2018-10-24,7:30p,Minnesota Timberwolves,105,Toronto Raptors,112,None,Scotiabank Arena,2019,43.644° N,79.379° W
7194,2018-10-24,8:00p,Charlotte Hornets,110,Chicago Bulls,112,None,United Center,2019,41.881° N,87.675° W
7195,2018-10-24,8:00p,Utah Jazz,100,Houston Rockets,89,None,Toyota Center,2019,29.751° N,95.362° W
7196,2018-10-24,8:30p,Indiana Pacers,116,San Antonio Spurs,96,None,AT&T Center,2019,29.427° N,98.438° W
7197,2018-10-24,9:30p,Philadelphia 76ers,108,Milwaukee Bucks,123,None,Fiserv Forum,2019,43.045° N,87.917° W
7198,2018-10-24,10:00p,Los Angeles Lakers,131,Phoenix Suns,113,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7199,2018-10-24,10:00p,Memphis Grizzlies,92,Sacramento Kings,97,None,Golden 1 Center,2019,38.58° N,121.5° W
7200,2018-10-24,10:30p,Washington Wizards,122,Golden State Warriors,144,None,Oracle Arena,2019,37.75° N,122.203° W
7201,2018-10-25,7:00p,Cleveland Cavaliers,103,Detroit Pistons,110,None,Little Caesars Arena,2019,42.341° N,83.055° W
7202,2018-10-25,7:00p,Portland Trail Blazers,128,Orlando Magic,114,None,Amway Center,2019,28.539° N,81.384° W
7203,2018-10-25,8:00p,Boston Celtics,101,Oklahoma City Thunder,95,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7204,2018-10-25,10:30p,Denver Nuggets,114,Los Angeles Lakers,121,None,STAPLES Center,2019,34.043° N,118.267° W
7205,2018-10-26,7:00p,Chicago Bulls,106,Charlotte Hornets,135,None,Spectrum Center,2019,35.225° N,80.839° W
7206,2018-10-26,7:30p,Golden State Warriors,128,New York Knicks,100,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7207,2018-10-26,7:30p,Dallas Mavericks,107,Toronto Raptors,116,None,Scotiabank Arena,2019,43.644° N,79.379° W
7208,2018-10-26,8:00p,Los Angeles Clippers,133,Houston Rockets,113,None,Toyota Center,2019,29.751° N,95.362° W
7209,2018-10-26,8:00p,Milwaukee Bucks,125,Minnesota Timberwolves,95,None,Target Center,2019,44.98° N,93.276° W
7210,2018-10-26,8:00p,Brooklyn Nets,115,New Orleans Pelicans,117,None,Smoothie King Center,2019,29.949° N,90.082° W
7211,2018-10-26,10:00p,Washington Wizards,112,Sacramento Kings,116,None,Golden 1 Center,2019,38.58° N,121.5° W
7212,2018-10-27,7:00p,Boston Celtics,109,Detroit Pistons,89,None,Little Caesars Arena,2019,42.341° N,83.055° W
7213,2018-10-27,7:00p,Utah Jazz,132,New Orleans Pelicans,111,None,Smoothie King Center,2019,29.949° N,90.082° W
7214,2018-10-27,7:30p,Chicago Bulls,97,Atlanta Hawks,85,None,State Farm Arena,2019,33.757° N,84.396° W
7215,2018-10-27,7:30p,Indiana Pacers,119,Cleveland Cavaliers,107,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7216,2018-10-27,7:30p,Charlotte Hornets,103,Philadelphia 76ers,105,None,Wells Fargo Center,2019,39.901° N,75.172° W
7217,2018-10-27,8:00p,Phoenix Suns,96,Memphis Grizzlies,117,None,FedEx Forum,2019,35.156° N,90.052° W
7218,2018-10-27,8:00p,Portland Trail Blazers,111,Miami Heat,120,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7219,2018-10-27,8:30p,Orlando Magic,91,Milwaukee Bucks,113,None,Fiserv Forum,2019,43.045° N,87.917° W
7220,2018-10-27,8:30p,Los Angeles Lakers,106,San Antonio Spurs,110,None,AT&T Center,2019,29.427° N,98.438° W
7221,2018-10-28,5:00p,Golden State Warriors,120,Brooklyn Nets,114,None,Barclays Center,2019,40.683° N,73.975° W
7222,2018-10-28,7:00p,Utah Jazz,113,Dallas Mavericks,104,None,American Airlines Center,2019,32.791° N,96.81° W
7223,2018-10-28,7:00p,Phoenix Suns,110,Oklahoma City Thunder,117,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7224,2018-10-28,9:30p,Washington Wizards,104,Los Angeles Clippers,136,None,STAPLES Center,2019,34.043° N,118.267° W
7225,2018-10-29,7:00p,Portland Trail Blazers,103,Indiana Pacers,93,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7226,2018-10-29,7:00p,Atlanta Hawks,92,Philadelphia 76ers,113,None,Wells Fargo Center,2019,39.901° N,75.172° W
7227,2018-10-29,7:30p,Sacramento Kings,123,Miami Heat,113,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7228,2018-10-29,7:30p,Brooklyn Nets,96,New York Knicks,115,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7229,2018-10-29,8:00p,Golden State Warriors,149,Chicago Bulls,124,None,United Center,2019,41.881° N,87.675° W
7230,2018-10-29,8:00p,Toronto Raptors,109,Milwaukee Bucks,124,None,Fiserv Forum,2019,43.045° N,87.917° W
7231,2018-10-29,8:00p,Los Angeles Lakers,120,Minnesota Timberwolves,124,None,Target Center,2019,44.98° N,93.276° W
7232,2018-10-29,8:30p,Dallas Mavericks,108,San Antonio Spurs,113,OT,AT&T Center,2019,29.427° N,98.438° W
7233,2018-10-29,9:00p,New Orleans Pelicans,111,Denver Nuggets,116,None,Pepsi Center,2019,39.749° N,105.008° W
7234,2018-10-30,7:00p,Miami Heat,113,Charlotte Hornets,125,None,Spectrum Center,2019,35.225° N,80.839° W
7235,2018-10-30,7:00p,Atlanta Hawks,114,Cleveland Cavaliers,136,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7236,2018-10-30,7:00p,Sacramento Kings,107,Orlando Magic,99,None,Amway Center,2019,28.539° N,81.384° W
7237,2018-10-30,7:30p,Detroit Pistons,105,Boston Celtics,108,None,TD Garden,2019,42.366° N,71.062° W
7238,2018-10-30,7:30p,Philadelphia 76ers,112,Toronto Raptors,129,None,Scotiabank Arena,2019,43.644° N,79.379° W
7239,2018-10-30,8:00p,Portland Trail Blazers,104,Houston Rockets,85,None,Toyota Center,2019,29.751° N,95.362° W
7240,2018-10-30,8:00p,Washington Wizards,95,Memphis Grizzlies,107,None,FedEx Forum,2019,35.156° N,90.052° W
7241,2018-10-30,8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,128,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7242,2018-10-31,7:30p,Detroit Pistons,119,Brooklyn Nets,120,OT,Barclays Center,2019,40.683° N,73.975° W
7243,2018-10-31,8:00p,Denver Nuggets,108,Chicago Bulls,107,OT,United Center,2019,41.881° N,87.675° W
7244,2018-10-31,8:00p,Utah Jazz,125,Minnesota Timberwolves,128,None,Target Center,2019,44.98° N,93.276° W
7245,2018-10-31,8:00p,Indiana Pacers,107,New York Knicks,101,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7246,2018-10-31,10:30p,New Orleans Pelicans,121,Golden State Warriors,131,None,Oracle Arena,2019,37.75° N,122.203° W
7247,2018-10-31,10:30p,Dallas Mavericks,113,Los Angeles Lakers,114,None,STAPLES Center,2019,34.043° N,118.267° W
7248,2018-10-31,10:30p,San Antonio Spurs,120,Phoenix Suns,90,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7249,2018-11-01,7:00p,Oklahoma City Thunder,111,Charlotte Hornets,107,None,Spectrum Center,2019,35.225° N,80.839° W
7250,2018-11-01,7:00p,Denver Nuggets,110,Cleveland Cavaliers,91,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7251,2018-11-01,7:00p,Los Angeles Clippers,113,Philadelphia 76ers,122,None,Wells Fargo Center,2019,39.901° N,75.172° W
7252,2018-11-01,7:30p,Sacramento Kings,146,Atlanta Hawks,115,None,State Farm Arena,2019,33.757° N,84.396° W
7253,2018-11-01,8:00p,Milwaukee Bucks,113,Boston Celtics,117,None,TD Garden,2019,42.366° N,71.062° W
7254,2018-11-01,10:30p,New Orleans Pelicans,119,Portland Trail Blazers,132,None,Moda Center,2019,45.532° N,122.667° W
7255,2018-11-02,7:00p,Los Angeles Clippers,120,Orlando Magic,95,None,Amway Center,2019,28.539° N,81.384° W
7256,2018-11-02,7:30p,Houston Rockets,119,Brooklyn Nets,111,None,Barclays Center,2019,40.683° N,73.975° W
7257,2018-11-02,8:00p,Indiana Pacers,107,Chicago Bulls,105,None,United Center,2019,41.881° N,87.675° W
7258,2018-11-02,8:00p,Oklahoma City Thunder,134,Washington Wizards,111,None,Capital One Arena,2019,38.898° N,77.021° W
7259,2018-11-02,8:30p,New York Knicks,118,Dallas Mavericks,106,None,American Airlines Center,2019,32.791° N,96.81° W
7260,2018-11-02,9:00p,Memphis Grizzlies,110,Utah Jazz,100,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7261,2018-11-02,10:00p,Toronto Raptors,107,Phoenix Suns,98,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7262,2018-11-02,10:30p,Minnesota Timberwolves,99,Golden State Warriors,116,None,Oracle Arena,2019,37.75° N,122.203° W
7263,2018-11-03,1:00p,Detroit Pistons,99,Philadelphia 76ers,109,None,Wells Fargo Center,2019,39.901° N,75.172° W
7264,2018-11-03,7:00p,Cleveland Cavaliers,94,Charlotte Hornets,126,None,Spectrum Center,2019,35.225° N,80.839° W
7265,2018-11-03,7:00p,Boston Celtics,101,Indiana Pacers,102,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7266,2018-11-03,7:30p,Miami Heat,118,Atlanta Hawks,123,None,State Farm Arena,2019,33.757° N,84.396° W
7267,2018-11-03,8:00p,Houston Rockets,96,Chicago Bulls,88,None,United Center,2019,41.881° N,87.675° W
7268,2018-11-03,8:30p,New Orleans Pelicans,95,San Antonio Spurs,109,None,AT&T Center,2019,29.427° N,98.438° W
7269,2018-11-03,9:00p,Utah Jazz,88,Denver Nuggets,103,None,Pepsi Center,2019,39.749° N,105.008° W
7270,2018-11-03,10:00p,Los Angeles Lakers,114,Portland Trail Blazers,110,None,Moda Center,2019,45.532° N,122.667° W
7271,2018-11-04,3:30p,Sacramento Kings,109,Milwaukee Bucks,144,None,Fiserv Forum,2019,43.045° N,87.917° W
7272,2018-11-04,6:00p,Philadelphia 76ers,97,Brooklyn Nets,122,None,Barclays Center,2019,40.683° N,73.975° W
7273,2018-11-04,6:00p,New York Knicks,95,Washington Wizards,108,None,Capital One Arena,2019,38.898° N,77.021° W
7274,2018-11-04,7:00p,Orlando Magic,117,San Antonio Spurs,110,None,AT&T Center,2019,29.427° N,98.438° W
7275,2018-11-04,8:00p,Memphis Grizzlies,100,Phoenix Suns,102,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7276,2018-11-04,9:00p,Minnesota Timberwolves,81,Portland Trail Blazers,111,None,Moda Center,2019,45.532° N,122.667° W
7277,2018-11-04,9:30p,Toronto Raptors,121,Los Angeles Lakers,107,None,STAPLES Center,2019,34.043° N,118.267° W
7278,2018-11-05,7:00p,Miami Heat,120,Detroit Pistons,115,OT,Little Caesars Arena,2019,42.341° N,83.055° W
7279,2018-11-05,7:00p,Houston Rockets,98,Indiana Pacers,94,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7280,2018-11-05,7:00p,Cleveland Cavaliers,100,Orlando Magic,102,None,Amway Center,2019,28.539° N,81.384° W
7281,2018-11-05,7:30p,Chicago Bulls,116,New York Knicks,115,2OT,Madison Square Garden (IV),2019,40.751° N,73.993° W
7282,2018-11-05,8:00p,New Orleans Pelicans,116,Oklahoma City Thunder,122,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7283,2018-11-05,9:00p,Boston Celtics,107,Denver Nuggets,115,None,Pepsi Center,2019,39.749° N,105.008° W
7284,2018-11-05,9:00p,Toronto Raptors,124,Utah Jazz,111,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7285,2018-11-05,10:30p,Memphis Grizzlies,101,Golden State Warriors,117,None,Oracle Arena,2019,37.75° N,122.203° W
7286,2018-11-05,10:30p,Minnesota Timberwolves,109,Los Angeles Clippers,120,None,STAPLES Center,2019,34.043° N,118.267° W
7287,2018-11-06,7:00p,Atlanta Hawks,102,Charlotte Hornets,113,None,Spectrum Center,2019,35.225° N,80.839° W
7288,2018-11-06,8:30p,Washington Wizards,100,Dallas Mavericks,119,None,American Airlines Center,2019,32.791° N,96.81° W
7289,2018-11-06,9:00p,Brooklyn Nets,104,Phoenix Suns,82,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7290,2018-11-06,10:00p,Milwaukee Bucks,103,Portland Trail Blazers,118,None,Moda Center,2019,45.532° N,122.667° W
7291,2018-11-07,7:00p,Oklahoma City Thunder,95,Cleveland Cavaliers,86,None,Quicken Loans Arena,2019,41.497° N,81.688° W
7292,2018-11-07,7:00p,Detroit Pistons,103,Orlando Magic,96,None,Amway Center,2019,28.539° N,81.384° W
7293,2018-11-07,7:30p,New York Knicks,112,Atlanta Hawks,107,None,State Farm Arena,2019,33.757° N,84.396° W
7294,2018-11-07,7:30p,San Antonio Spurs,88,Miami Heat,95,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7295,2018-11-07,8:00p,Philadelphia 76ers,100,Indiana Pacers,94,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
7296,2018-11-07,8:00p,Denver Nuggets,87,Memphis Grizzlies,89,None,FedEx Forum,2019,35.156° N,90.052° W
7297,2018-11-07,8:00p,Chicago Bulls,98,New Orleans Pelicans,107,None,Smoothie King Center,2019,29.949° N,90.082° W
7298,2018-11-07,9:00p,Dallas Mavericks,102,Utah Jazz,117,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7299,2018-11-07,10:00p,Toronto Raptors,114,Sacramento Kings,105,None,Golden 1 Center,2019,38.58° N,121.5° W
7300,2018-11-07,10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,114,None,STAPLES Center,2019,34.043° N,118.267° W
7301,2018-11-08,8:00p,Houston Rockets,80,Oklahoma City Thunder,98,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7302,2018-11-08,9:00p,Boston Celtics,116,Phoenix Suns,109,OT,Talking Stick Resort Arena,2019,33.446° N,112.071° W
7303,2018-11-08,10:00p,Los Angeles Clippers,105,Portland Trail Blazers,116,None,Moda Center,2019,45.532° N,122.667° W
7304,2018-11-08,10:30p,Milwaukee Bucks,134,Golden State Warriors,111,None,Oracle Arena,2019,37.75° N,122.203° W
7305,2018-11-09,7:00p,Washington Wizards,108,Orlando Magic,117,None,Amway Center,2019,28.539° N,81.384° W
7306,2018-11-09,7:00p,Charlotte Hornets,132,Philadelphia 76ers,133,OT,Wells Fargo Center,2019,39.901° N,75.172° W
7307,2018-11-09,7:30p,Detroit Pistons,124,Atlanta Hawks,109,None,State Farm Arena,2019,33.757° N,84.396° W
7308,2018-11-09,8:00p,Indiana Pacers,110,Miami Heat,102,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7309,2018-11-09,9:00p,Brooklyn Nets,112,Denver Nuggets,110,None,Pepsi Center,2019,39.749° N,105.008° W
7310,2018-11-09,9:30p,Boston Celtics,115,Utah Jazz,123,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
7311,2018-11-09,10:00p,Minnesota Timberwolves,110,Sacramento Kings,121,None,Golden 1 Center,2019,38.58° N,121.5° W
7312,2018-11-10,3:00p,New York Knicks,112,Toronto Raptors,128,None,Scotiabank Arena,2019,43.644° N,79.379° W
7313,2018-11-10,3:30p,Milwaukee Bucks,126,Los Angeles Clippers,128,OT,STAPLES Center,2019,34.043° N,118.267° W
7314,2018-11-10,7:00p,Phoenix Suns,99,New Orleans Pelicans,119,None,Smoothie King Center,2019,29.949° N,90.082° W
7315,2018-11-10,8:00p,Cleveland Cavaliers,98,Chicago Bulls,99,None,United Center,2019,41.881° N,87.675° W
7316,2018-11-10,8:00p,Philadelphia 76ers,106,Memphis Grizzlies,112,OT,FedEx Forum,2019,35.156° N,90.052° W
7317,2018-11-10,8:00p,Washington Wizards,116,Miami Heat,110,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7318,2018-11-10,8:30p,Brooklyn Nets,100,Golden State Warriors,116,None,Oracle Arena,2019,37.75° N,122.203° W
7319,2018-11-10,8:30p,Houston Rockets,89,San Antonio Spurs,96,None,AT&T Center,2019,29.427° N,98.438° W
7320,2018-11-10,9:00p,Oklahoma City Thunder,96,Dallas Mavericks,111,None,American Airlines Center,2019,32.791° N,96.81° W
7321,2018-11-10,10:00p,Los Angeles Lakers,101,Sacramento Kings,86,None,Golden 1 Center,2019,38.58° N,121.5° W
7322,2018-11-11,3:30p,Charlotte Hornets,113,Detroit Pistons,103,None,Little Caesars Arena,2019,42.341° N,83.055° W
7323,2018-11-11,7:00p,Indiana Pacers,103,Houston Rockets,115,None,Toyota Center,2019,29.751° N,95.362° W
7324,2018-11-11,7:30p,Orlando Magic,115,New York Knicks,89,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
7325,2018-11-11,8:00p,Milwaukee Bucks,121,Denver Nuggets,114,None,Pepsi Center,2019,39.749° N,105.008° W
7326,2018-11-11,9:00p,Boston Celtics,94,Portland Trail Blazers,100,None,Moda Center,2019,45.532° N,122.667° W
7327,2018-11-11,9:30p,Atlanta Hawks,106,Los Angeles Lakers,107,None,STAPLES Center,2019,34.043° N,118.267° W
7328,2018-11-12,7:00p,Orlando Magic,109,Washington Wizards,117,None,Capital One Arena,2019,38.898° N,77.021° W
7329,2018-11-12,7:30p,Philadelphia 76ers,124,Miami Heat,114,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
7330,2018-11-12,7:30p,New Orleans Pelicans,126,Toronto Raptors,110,None,Scotiabank Arena,2019,43.644° N,79.379° W
7331,2018-11-12,8:00p,Dallas Mavericks,103,Chicago Bulls,98,None,United Center,2019,41.881° N,87.675° W
7332,2018-11-12,8:00p,Utah Jazz,96,Memphis Grizzlies,88,None,FedEx Forum,2019,35.156° N,90.052° W
7333,2018-11-12,8:00p,Brooklyn Nets,113,Minnesota Timberwolves,120,None,Target Center,2019,44.98° N,93.276° W
7334,2018-11-12,8:00p,Phoenix Suns,101,Oklahoma City Thunder,118,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
7335,2018-11-12,10:00p,San Antonio Spurs,99,Sacramento Kings,104,None,Golden 1 Center,2019,38.58° N,121.5° W
