,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Year,Latitude,Longitude
1305,2012-12-12,8:00p,Washington Wizards,93,Houston Rockets,99,None,Toyota Center,2013,29.751° N,95.362° W
1306,2012-12-12,8:00p,Sacramento Kings,85,Milwaukee Bucks,98,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1307,2012-12-12,8:00p,Denver Nuggets,105,Minnesota Timberwolves,108,None,Target Center,2013,44.98° N,93.276° W
1308,2012-12-12,8:00p,New Orleans Hornets,88,Oklahoma City Thunder,92,None,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1309,2012-12-12,9:00p,Memphis Grizzlies,80,Phoenix Suns,82,None,US Airways Center,2013,33.446° N,112.071° W
1310,2012-12-12,10:30p,San Antonio Spurs,96,Utah Jazz,99,None,EnergySolutions Arena,2013,40.768° N,111.901° W
1311,2012-12-13,7:30p,Charlotte Bobcats,90,Atlanta Hawks,113,None,Philips Arena,2013,33.757° N,84.396° W
1312,2012-12-13,8:00p,Los Angeles Lakers,107,New York Knicks,116,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1313,2012-12-13,10:30p,San Antonio Spurs,90,Portland Trail Blazers,98,None,Rose Garden Arena,2013,45.532° N,122.667° W
1314,2012-12-14,7:00p,Philadelphia 76ers,85,Indiana Pacers,95,None,Bankers Life Fieldhouse,2013,39.764° N,86.156° W
1315,2012-12-14,7:00p,Golden State Warriors,85,Orlando Magic,99,None,Amway Center,2013,28.539° N,81.384° W
1316,2012-12-14,7:00p,Dallas Mavericks,74,Toronto Raptors,95,None,Air Canada Centre,2013,43.644° N,79.379° W
1317,2012-12-14,7:00p,Los Angeles Lakers,102,Washington Wizards,96,None,Verizon Center,2013,38.898° N,77.021° W
1318,2012-12-14,7:30p,Detroit Pistons,105,Brooklyn Nets,107,2OT,Barclays Center,2013,40.683° N,73.975° W
1319,2012-12-14,7:30p,Milwaukee Bucks,90,Cleveland Cavaliers,86,None,Quicken Loans Arena,2013,41.497° N,81.688° W
1320,2012-12-14,8:00p,Boston Celtics,89,Houston Rockets,101,None,Toyota Center,2013,29.751° N,95.362° W
1321,2012-12-14,8:00p,Minnesota Timberwolves,113,New Orleans Hornets,102,None,New Orleans Arena,2013,34.043° N,118.267° W
1322,2012-12-14,8:00p,Sacramento Kings,103,Oklahoma City Thunder,113,None,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1323,2012-12-14,9:00p,Utah Jazz,84,Phoenix Suns,99,None,US Airways Center,2013,33.446° N,112.071° W
1324,2012-12-14,10:30p,Memphis Grizzlies,94,Denver Nuggets,99,None,Pepsi Center,2013,39.749° N,105.008° W
1325,2012-12-15,7:00p,Golden State Warriors,115,Atlanta Hawks,93,None,Philips Arena,2013,33.757° N,84.396° W
1326,2012-12-15,7:30p,Orlando Magic,107,Charlotte Bobcats,98,None,Time Warner Cable Arena,2013,34.043° N,118.267° W
1327,2012-12-15,7:30p,Indiana Pacers,88,Detroit Pistons,77,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1328,2012-12-15,7:30p,Washington Wizards,72,Miami Heat,102,None,AmericanAirlines Arena,2013,25.781° N,80.187° W
1329,2012-12-15,7:30p,Cleveland Cavaliers,102,New York Knicks,103,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1330,2012-12-15,8:00p,Brooklyn Nets,82,Chicago Bulls,83,None,United Center,2013,41.881° N,87.675° W
1331,2012-12-15,8:00p,Dallas Mavericks,106,Minnesota Timberwolves,114,OT,Target Center,2013,44.98° N,93.276° W
1332,2012-12-15,8:30p,Los Angeles Clippers,111,Milwaukee Bucks,85,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1333,2012-12-15,8:30p,Boston Celtics,88,San Antonio Spurs,103,None,AT&T Center,2013,29.427° N,98.438° W
1334,2012-12-15,9:00p,Memphis Grizzlies,99,Utah Jazz,86,None,EnergySolutions Arena,2013,40.768° N,111.901° W
1335,2012-12-16,1:00p,Houston Rockets,96,Toronto Raptors,103,None,Air Canada Centre,2013,43.644° N,79.379° W
1336,2012-12-16,6:00p,Los Angeles Lakers,111,Philadelphia 76ers,98,None,Wells Fargo Center,2013,39.901° N,75.172° W
1337,2012-12-16,6:00p,Denver Nuggets,122,Sacramento Kings,97,None,Sleep Train Arena,2013,38.58° N,121.5° W
1338,2012-12-16,9:00p,New Orleans Hornets,94,Portland Trail Blazers,95,None,Rose Garden Arena,2013,45.532° N,122.667° W
1339,2012-12-17,7:00p,Minnesota Timberwolves,93,Orlando Magic,102,None,Amway Center,2013,28.539° N,81.384° W
1340,2012-12-17,7:30p,Los Angeles Clippers,88,Detroit Pistons,76,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1341,2012-12-17,7:30p,Houston Rockets,109,New York Knicks,96,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1342,2012-12-17,8:00p,Chicago Bulls,71,Memphis Grizzlies,80,None,FedEx Forum,2013,35.156° N,90.052° W
1343,2012-12-17,8:00p,San Antonio Spurs,93,Oklahoma City Thunder,107,None,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1344,2012-12-17,9:00p,Sacramento Kings,90,Phoenix Suns,101,None,US Airways Center,2013,33.446° N,112.071° W
1345,2012-12-18,7:00p,Toronto Raptors,113,Cleveland Cavaliers,99,None,Quicken Loans Arena,2013,41.497° N,81.688° W
1346,2012-12-18,7:00p,Atlanta Hawks,100,Washington Wizards,95,OT,Verizon Center,2013,38.898° N,77.021° W
1347,2012-12-18,7:30p,Utah Jazz,92,Brooklyn Nets,90,None,Barclays Center,2013,40.683° N,73.975° W
1348,2012-12-18,7:30p,Minnesota Timberwolves,92,Miami Heat,103,None,AmericanAirlines Arena,2013,25.781° N,80.187° W
1349,2012-12-18,8:00p,Boston Celtics,89,Chicago Bulls,100,None,United Center,2013,41.881° N,87.675° W
1350,2012-12-18,8:00p,Indiana Pacers,93,Milwaukee Bucks,98,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1351,2012-12-18,8:30p,Philadelphia 76ers,100,Dallas Mavericks,107,None,American Airlines Center,2013,32.791° N,96.81° W
1352,2012-12-18,9:00p,San Antonio Spurs,106,Denver Nuggets,112,None,Pepsi Center,2013,39.749° N,105.008° W
1353,2012-12-18,10:30p,New Orleans Hornets,96,Golden State Warriors,103,None,Oracle Arena,2013,37.75° N,122.203° W
1354,2012-12-18,10:30p,Charlotte Bobcats,100,Los Angeles Lakers,101,None,STAPLES Center,2013,34.043° N,118.267° W
1355,2012-12-19,7:00p,Utah Jazz,84,Indiana Pacers,104,None,Bankers Life Fieldhouse,2013,39.764° N,86.156° W
1356,2012-12-19,7:00p,Brooklyn Nets,86,New York Knicks,100,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1357,2012-12-19,7:00p,Washington Wizards,83,Orlando Magic,90,None,Amway Center,2013,28.539° N,81.384° W
1358,2012-12-19,7:00p,Detroit Pistons,91,Toronto Raptors,97,None,Air Canada Centre,2013,43.644° N,79.379° W
1359,2012-12-19,7:30p,Oklahoma City Thunder,100,Atlanta Hawks,92,None,Philips Arena,2013,33.757° N,84.396° W
1360,2012-12-19,7:30p,Cleveland Cavaliers,91,Boston Celtics,103,None,TD Garden,2013,42.366° N,71.062° W
1361,2012-12-19,8:00p,Philadelphia 76ers,103,Houston Rockets,125,None,Toyota Center,2013,29.751° N,95.362° W
1362,2012-12-19,9:00p,Charlotte Bobcats,104,Phoenix Suns,121,None,US Airways Center,2013,33.446° N,112.071° W
1363,2012-12-19,9:30p,Milwaukee Bucks,80,Memphis Grizzlies,90,None,FedEx Forum,2013,35.156° N,90.052° W
1364,2012-12-19,10:00p,Golden State Warriors,127,Sacramento Kings,131,None,Sleep Train Arena,2013,38.58° N,121.5° W
1365,2012-12-19,10:30p,New Orleans Hornets,77,Los Angeles Clippers,93,None,STAPLES Center,2013,34.043° N,118.267° W
1366,2012-12-20,7:00p,Oklahoma City Thunder,93,Minnesota Timberwolves,99,None,Target Center,2013,44.98° N,93.276° W
1367,2012-12-20,9:30p,Miami Heat,110,Dallas Mavericks,95,None,American Airlines Center,2013,32.791° N,96.81° W
1368,2012-12-20,10:00p,Denver Nuggets,93,Portland Trail Blazers,101,None,Rose Garden Arena,2013,45.532° N,122.667° W
1369,2012-12-21,7:00p,Atlanta Hawks,80,Philadelphia 76ers,99,None,Wells Fargo Center,2013,39.901° N,75.172° W
1370,2012-12-21,7:00p,Orlando Magic,90,Toronto Raptors,93,None,Air Canada Centre,2013,43.644° N,79.379° W
1371,2012-12-21,7:30p,Milwaukee Bucks,99,Boston Celtics,94,OT,TD Garden,2013,42.366° N,71.062° W
1372,2012-12-21,7:30p,Indiana Pacers,99,Cleveland Cavaliers,89,None,Quicken Loans Arena,2013,41.497° N,81.688° W
1373,2012-12-21,7:30p,Washington Wizards,68,Detroit Pistons,100,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1374,2012-12-21,7:30p,Chicago Bulls,110,New York Knicks,106,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1375,2012-12-21,8:00p,Dallas Mavericks,82,Memphis Grizzlies,92,None,FedEx Forum,2013,35.156° N,90.052° W
1376,2012-12-21,8:30p,New Orleans Hornets,94,San Antonio Spurs,99,None,AT&T Center,2013,29.427° N,98.438° W
1377,2012-12-21,10:30p,Charlotte Bobcats,100,Golden State Warriors,115,None,Oracle Arena,2013,37.75° N,122.203° W
1378,2012-12-21,10:30p,Sacramento Kings,85,Los Angeles Clippers,97,None,STAPLES Center,2013,34.043° N,118.267° W
1379,2012-12-22,7:00p,Chicago Bulls,75,Atlanta Hawks,92,None,Philips Arena,2013,33.757° N,84.396° W
1380,2012-12-22,7:00p,Detroit Pistons,96,Washington Wizards,87,None,Verizon Center,2013,38.898° N,77.021° W
1381,2012-12-22,7:30p,Utah Jazz,89,Miami Heat,105,None,AmericanAirlines Arena,2013,25.781° N,80.187° W
1382,2012-12-22,8:00p,Memphis Grizzlies,96,Houston Rockets,121,None,Toyota Center,2013,29.751° N,95.362° W
1383,2012-12-22,8:00p,Indiana Pacers,81,New Orleans Hornets,75,None,New Orleans Arena,2013,34.043° N,118.267° W
1384,2012-12-22,8:30p,Cleveland Cavaliers,94,Milwaukee Bucks,82,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1385,2012-12-22,9:00p,Charlotte Bobcats,88,Denver Nuggets,110,None,Pepsi Center,2013,39.749° N,105.008° W
1386,2012-12-22,10:00p,Phoenix Suns,93,Portland Trail Blazers,96,None,Rose Garden Arena,2013,45.532° N,122.667° W
1387,2012-12-22,10:30p,Los Angeles Lakers,118,Golden State Warriors,115,OT,Oracle Arena,2013,37.75° N,122.203° W
1388,2012-12-23,3:00p,Philadelphia 76ers,92,Brooklyn Nets,95,None,Barclays Center,2013,40.683° N,73.975° W
1389,2012-12-23,5:00p,Minnesota Timberwolves,91,New York Knicks,94,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1390,2012-12-23,6:00p,Utah Jazz,97,Orlando Magic,93,None,Amway Center,2013,28.539° N,81.384° W
1391,2012-12-23,7:00p,Dallas Mavericks,91,San Antonio Spurs,129,None,AT&T Center,2013,29.427° N,98.438° W
1392,2012-12-23,8:00p,Los Angeles Clippers,103,Phoenix Suns,77,None,US Airways Center,2013,33.446° N,112.071° W
1393,2012-12-23,9:00p,Portland Trail Blazers,96,Sacramento Kings,108,None,Sleep Train Arena,2013,38.58° N,121.5° W
1394,2012-12-25,12:00p,Boston Celtics,93,Brooklyn Nets,76,None,Barclays Center,2013,40.683° N,73.975° W
1395,2012-12-25,3:00p,New York Knicks,94,Los Angeles Lakers,100,None,STAPLES Center,2013,34.043° N,118.267° W
1396,2012-12-25,5:30p,Oklahoma City Thunder,97,Miami Heat,103,None,AmericanAirlines Arena,2013,25.781° N,80.187° W
1397,2012-12-25,8:00p,Houston Rockets,120,Chicago Bulls,97,None,United Center,2013,41.881° N,87.675° W
1398,2012-12-25,10:30p,Denver Nuggets,100,Los Angeles Clippers,112,None,STAPLES Center,2013,34.043° N,118.267° W
1399,2012-12-26,7:00p,Miami Heat,105,Charlotte Bobcats,92,None,Time Warner Cable Arena,2013,34.043° N,118.267° W
1400,2012-12-26,7:00p,New Orleans Hornets,97,Orlando Magic,94,None,Amway Center,2013,28.539° N,81.384° W
1401,2012-12-26,7:00p,Cleveland Cavaliers,87,Washington Wizards,84,None,Verizon Center,2013,38.898° N,77.021° W
1402,2012-12-26,7:30p,Detroit Pistons,119,Atlanta Hawks,126,2OT,Philips Arena,2013,33.757° N,84.396° W
1403,2012-12-26,8:00p,Philadelphia 76ers,99,Memphis Grizzlies,89,None,FedEx Forum,2013,35.156° N,90.052° W
1404,2012-12-26,8:00p,Brooklyn Nets,93,Milwaukee Bucks,108,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1405,2012-12-26,8:00p,Houston Rockets,87,Minnesota Timberwolves,84,None,Target Center,2013,44.98° N,93.276° W
1406,2012-12-26,8:30p,Toronto Raptors,80,San Antonio Spurs,100,None,AT&T Center,2013,29.427° N,98.438° W
1407,2012-12-26,9:00p,Los Angeles Lakers,114,Denver Nuggets,126,None,Pepsi Center,2013,39.749° N,105.008° W
1408,2012-12-26,9:00p,New York Knicks,99,Phoenix Suns,97,None,US Airways Center,2013,33.446° N,112.071° W
1409,2012-12-26,9:00p,Golden State Warriors,94,Utah Jazz,83,None,EnergySolutions Arena,2013,40.768° N,111.901° W
1410,2012-12-26,10:00p,Sacramento Kings,91,Portland Trail Blazers,109,None,Rose Garden Arena,2013,45.532° N,122.667° W
1411,2012-12-27,8:00p,Dallas Mavericks,105,Oklahoma City Thunder,111,OT,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1412,2012-12-27,10:30p,Boston Celtics,77,Los Angeles Clippers,106,None,STAPLES Center,2013,34.043° N,118.267° W
1413,2012-12-28,7:00p,Phoenix Suns,91,Indiana Pacers,97,None,Bankers Life Fieldhouse,2013,39.764° N,86.156° W
1414,2012-12-28,7:00p,Orlando Magic,97,Washington Wizards,105,None,Verizon Center,2013,38.898° N,77.021° W
1415,2012-12-28,7:30p,Charlotte Bobcats,81,Brooklyn Nets,97,None,Barclays Center,2013,40.683° N,73.975° W
1416,2012-12-28,7:30p,Atlanta Hawks,102,Cleveland Cavaliers,94,None,Quicken Loans Arena,2013,41.497° N,81.688° W
1417,2012-12-28,7:30p,Miami Heat,99,Detroit Pistons,109,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1418,2012-12-28,8:00p,Toronto Raptors,104,New Orleans Hornets,97,OT,New Orleans Arena,2013,34.043° N,118.267° W
1419,2012-12-28,8:30p,Denver Nuggets,106,Dallas Mavericks,85,None,American Airlines Center,2013,32.791° N,96.81° W
1420,2012-12-28,8:30p,Houston Rockets,116,San Antonio Spurs,122,None,AT&T Center,2013,29.427° N,98.438° W
1421,2012-12-28,9:00p,Los Angeles Clippers,116,Utah Jazz,114,None,EnergySolutions Arena,2013,40.768° N,111.901° W
1422,2012-12-28,10:00p,New York Knicks,105,Sacramento Kings,106,None,Sleep Train Arena,2013,38.58° N,121.5° W
1423,2012-12-28,10:30p,Philadelphia 76ers,89,Golden State Warriors,96,None,Oracle Arena,2013,37.75° N,122.203° W
1424,2012-12-28,10:30p,Portland Trail Blazers,87,Los Angeles Lakers,104,None,STAPLES Center,2013,34.043° N,118.267° W
1425,2012-12-29,7:00p,Indiana Pacers,100,Atlanta Hawks,109,None,Philips Arena,2013,33.757° N,84.396° W
1426,2012-12-29,7:00p,New Orleans Hornets,98,Charlotte Bobcats,95,None,Time Warner Cable Arena,2013,34.043° N,118.267° W
1427,2012-12-29,7:00p,Toronto Raptors,123,Orlando Magic,88,None,Amway Center,2013,28.539° N,81.384° W
1428,2012-12-29,7:30p,Cleveland Cavaliers,100,Brooklyn Nets,103,None,Barclays Center,2013,40.683° N,73.975° W
1429,2012-12-29,8:00p,Washington Wizards,77,Chicago Bulls,87,None,United Center,2013,41.881° N,87.675° W
1430,2012-12-29,8:00p,Oklahoma City Thunder,124,Houston Rockets,94,None,Toyota Center,2013,29.751° N,95.362° W
1431,2012-12-29,8:00p,Denver Nuggets,72,Memphis Grizzlies,81,None,FedEx Forum,2013,35.156° N,90.052° W
1432,2012-12-29,8:00p,Phoenix Suns,107,Minnesota Timberwolves,111,None,Target Center,2013,44.98° N,93.276° W
1433,2012-12-29,8:30p,Miami Heat,85,Milwaukee Bucks,104,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1434,2012-12-29,10:00p,Philadelphia 76ers,85,Portland Trail Blazers,89,None,Rose Garden Arena,2013,45.532° N,122.667° W
1435,2012-12-29,10:30p,Boston Celtics,83,Golden State Warriors,101,None,Oracle Arena,2013,37.75° N,122.203° W
1436,2012-12-30,7:30p,San Antonio Spurs,111,Dallas Mavericks,86,None,American Airlines Center,2013,32.791° N,96.81° W
1437,2012-12-30,7:30p,Milwaukee Bucks,94,Detroit Pistons,96,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1438,2012-12-30,9:00p,Boston Celtics,96,Sacramento Kings,118,None,Sleep Train Arena,2013,38.58° N,121.5° W
1439,2012-12-30,9:30p,Utah Jazz,96,Los Angeles Clippers,107,None,STAPLES Center,2013,34.043° N,118.267° W
1440,2012-12-31,3:00p,Charlotte Bobcats,91,Chicago Bulls,81,None,United Center,2013,41.881° N,87.675° W
1441,2012-12-31,3:00p,Memphis Grizzlies,83,Indiana Pacers,88,None,Bankers Life Fieldhouse,2013,39.764° N,86.156° W
1442,2012-12-31,5:00p,Miami Heat,112,Orlando Magic,110,OT,Amway Center,2013,28.539° N,81.384° W
1443,2012-12-31,7:00p,Atlanta Hawks,104,Houston Rockets,123,None,Toyota Center,2013,29.751° N,95.362° W
1444,2012-12-31,7:00p,Brooklyn Nets,73,San Antonio Spurs,104,None,AT&T Center,2013,29.427° N,98.438° W
1445,2012-12-31,8:00p,Phoenix Suns,96,Oklahoma City Thunder,114,None,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1446,2013-01-01,6:00p,Dallas Mavericks,103,Washington Wizards,94,None,Verizon Center,2013,38.898° N,77.021° W
1447,2013-01-01,7:30p,Sacramento Kings,97,Detroit Pistons,103,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1448,2013-01-01,7:30p,Portland Trail Blazers,105,New York Knicks,100,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1449,2013-01-01,8:00p,Atlanta Hawks,95,New Orleans Hornets,86,None,New Orleans Arena,2013,34.043° N,118.267° W
1450,2013-01-01,9:00p,Los Angeles Clippers,78,Denver Nuggets,92,None,Pepsi Center,2013,39.749° N,105.008° W
1451,2013-01-01,10:30p,Philadelphia 76ers,103,Los Angeles Lakers,99,None,STAPLES Center,2013,34.043° N,118.267° W
1452,2013-01-02,7:00p,Sacramento Kings,97,Cleveland Cavaliers,94,None,Quicken Loans Arena,2013,41.497° N,81.688° W
1453,2013-01-02,7:00p,Washington Wizards,81,Indiana Pacers,89,None,Bankers Life Fieldhouse,2013,39.764° N,86.156° W
1454,2013-01-02,7:00p,Chicago Bulls,96,Orlando Magic,94,None,Amway Center,2013,28.539° N,81.384° W
1455,2013-01-02,7:00p,Portland Trail Blazers,79,Toronto Raptors,102,None,Air Canada Centre,2013,43.644° N,79.379° W
1456,2013-01-02,7:30p,Memphis Grizzlies,93,Boston Celtics,83,None,TD Garden,2013,42.366° N,71.062° W
1457,2013-01-02,7:30p,Dallas Mavericks,109,Miami Heat,119,OT,AmericanAirlines Arena,2013,25.781° N,80.187° W
1458,2013-01-02,8:00p,New Orleans Hornets,92,Houston Rockets,104,None,Toyota Center,2013,29.751° N,95.362° W
1459,2013-01-02,8:00p,San Antonio Spurs,117,Milwaukee Bucks,110,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1460,2013-01-02,8:00p,Brooklyn Nets,110,Oklahoma City Thunder,93,None,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1461,2013-01-02,9:00p,Philadelphia 76ers,89,Phoenix Suns,95,None,US Airways Center,2013,33.446° N,112.071° W
1462,2013-01-02,9:00p,Minnesota Timberwolves,84,Utah Jazz,106,None,EnergySolutions Arena,2013,40.768° N,111.901° W
1463,2013-01-02,10:30p,Los Angeles Clippers,94,Golden State Warriors,115,None,Oracle Arena,2013,37.75° N,122.203° W
1464,2013-01-03,7:30p,San Antonio Spurs,83,New York Knicks,100,None,Madison Square Garden (IV),2013,40.751° N,73.993° W
1465,2013-01-03,9:00p,Minnesota Timberwolves,101,Denver Nuggets,97,None,Pepsi Center,2013,39.749° N,105.008° W
1466,2013-01-04,7:00p,Cleveland Cavaliers,106,Charlotte Bobcats,104,None,Time Warner Cable Arena,2013,34.043° N,118.267° W
1467,2013-01-04,7:00p,Sacramento Kings,105,Toronto Raptors,96,None,Air Canada Centre,2013,43.644° N,79.379° W
1468,2013-01-04,7:00p,Brooklyn Nets,115,Washington Wizards,113,2OT,Verizon Center,2013,38.898° N,77.021° W
1469,2013-01-04,7:30p,Atlanta Hawks,84,Detroit Pistons,85,None,The Palace of Auburn Hills,2013,42.341° N,83.055° W
1470,2013-01-04,8:00p,Indiana Pacers,75,Boston Celtics,94,None,TD Garden,2013,42.366° N,71.062° W
1471,2013-01-04,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,84,None,FedEx Forum,2013,35.156° N,90.052° W
1472,2013-01-04,8:00p,Chicago Bulls,96,Miami Heat,89,None,AmericanAirlines Arena,2013,25.781° N,80.187° W
1473,2013-01-04,8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,109,None,Chesapeake Energy Arena,2013,35.463° N,97.515° W
1474,2013-01-04,8:30p,Houston Rockets,115,Milwaukee Bucks,101,None,BMO Harris Bradley Center,2013,43.045° N,87.917° W
1475,2013-01-04,9:00p,Utah Jazz,87,Phoenix Suns,80,None,US Airways Center,2013,33.446° N,112.071° W
1476,2013-01-04,10:30p,Los Angeles Lakers,102,Los Angeles Clippers,107,None,STAPLES Center,2013,34.043° N,118.267° W
1477,2013-01-05,7:00p,Boston Celtics,89,Atlanta Hawks,81,None,Philips Arena,2013,33.757° N,84.396° W
1478,2013-01-05,7:00p,Milwaukee Bucks,80,Indiana Pacers,95,None,Bankers Life Fieldhouse,2013,39.764° N,86.156° W
1479,2013-01-05,7:00p,New York Knicks,114,Orlando Magic,106,None,Amway Center,2013,28.539° N,81.384° W
1480,2013-01-05,7:30p,Sacramento Kings,93,Brooklyn Nets,113,None,Barclays Center,2013,40.683° N,73.975° W
1481,2013-01-05,7:30p,Houston Rockets,112,Cleveland Cavaliers,104,None,Quicken Loans Arena,2013,41.497° N,81.688° W
1482,2013-01-05,8:00p,Portland Trail Blazers,102,Minnesota Timberwolves,97,None,Target Center,2013,44.98° N,93.276° W
1483,2013-01-05,8:30p,New Orleans Hornets,99,Dallas Mavericks,96,OT,American Airlines Center,2013,32.791° N,96.81° W
1484,2013-01-05,8:30p,Philadelphia 76ers,86,San Antonio Spurs,109,None,AT&T Center,2013,29.427° N,98.438° W
1485,2013-01-05,9:00p,Utah Jazz,91,Denver Nuggets,110,None,Pepsi Center,2013,39.749° N,105.008° W
1486,2013-01-05,10:30p,Golden State Warriors,89,Los Angeles Clippers,115,None,STAPLES Center,2013,34.043° N,118.267° W
